# x_c f_c(xc) f_c_ohne(xc)
2.268 -6.55651e-07 -6.42021e-07
2.2684 -5.96046e-07 -6.42327e-07
2.2688 -5.96046e-07 -6.42634e-07
2.2692 -6.55651e-07 -6.42941e-07
2.2696 -5.96046e-07 -6.43247e-07
2.27 -6.55651e-07 -6.43553e-07
2.2704 -5.96046e-07 -6.43859e-07
2.2708 -6.55651e-07 -6.44165e-07
2.2712 -5.96046e-07 -6.44471e-07
2.2716 -5.96046e-07 -6.44777e-07
2.272 -5.96046e-07 -6.45083e-07
2.2724 -6.55651e-07 -6.45389e-07
2.2728 -6.55651e-07 -6.45694e-07
2.2732 -6.55651e-07 -6.46e-07
2.2736 -6.55651e-07 -6.46305e-07
2.274 -6.55651e-07 -6.4661e-07
2.2744 -6.55651e-07 -6.46915e-07
2.2748 -6.55651e-07 -6.4722e-07
2.2752 -5.96046e-07 -6.47525e-07
2.2756 -5.96046e-07 -6.4783e-07
2.276 -5.96046e-07 -6.48135e-07
2.2764 -6.55651e-07 -6.48439e-07
2.2768 -5.96046e-07 -6.48744e-07
2.2772 -5.96046e-07 -6.49048e-07
2.2776 -6.55651e-07 -6.49353e-07
2.278 -5.96046e-07 -6.49657e-07
2.2784 -6.55651e-07 -6.49961e-07
2.2788 -5.96046e-07 -6.50265e-07
2.2792 -5.96046e-07 -6.50569e-07
2.2796 -6.55651e-07 -6.50872e-07
2.28 -5.96046e-07 -6.51176e-07
2.2804 -5.96046e-07 -6.5148e-07
2.2808 -6.55651e-07 -6.51783e-07
2.2812 -6.55651e-07 -6.52086e-07
2.2816 -5.96046e-07 -6.5239e-07
2.282 -5.96046e-07 -6.52693e-07
2.2824 -5.96046e-07 -6.52996e-07
2.2828 -5.96046e-07 -6.53299e-07
2.2832 -5.96046e-07 -6.53602e-07
2.2836 -5.96046e-07 -6.53904e-07
2.284 -5.96046e-07 -6.54207e-07
2.2844 -5.96046e-07 -6.5451e-07
2.2848 -5.96046e-07 -6.54812e-07
2.2852 -5.96046e-07 -6.55114e-07
2.2856 -5.96046e-07 -6.55417e-07
2.286 -6.55651e-07 -6.55719e-07
2.2864 -6.55651e-07 -6.56021e-07
2.2868 -5.96046e-07 -6.56323e-07
2.2872 -5.96046e-07 -6.56624e-07
2.2876 -6.55651e-07 -6.56926e-07
2.288 -6.55651e-07 -6.57228e-07
2.2884 -5.96046e-07 -6.57529e-07
2.2888 -6.55651e-07 -6.5783e-07
2.2892 -6.55651e-07 -6.58132e-07
2.2896 -5.96046e-07 -6.58433e-07
2.29 -6.55651e-07 -6.58734e-07
2.2904 -5.96046e-07 -6.59035e-07
2.2908 -6.55651e-07 -6.59336e-07
2.2912 -5.96046e-07 -6.59636e-07
2.2916 -6.55651e-07 -6.59937e-07
2.292 -5.96046e-07 -6.60238e-07
2.2924 -6.55651e-07 -6.60538e-07
2.2928 -5.96046e-07 -6.60838e-07
2.2932 -6.55651e-07 -6.61139e-07
2.2936 -5.96046e-07 -6.61439e-07
2.294 -6.55651e-07 -6.61739e-07
2.2944 -5.96046e-07 -6.62039e-07
2.2948 -6.55651e-07 -6.62338e-07
2.2952 -6.55651e-07 -6.62638e-07
2.2956 -5.96046e-07 -6.62938e-07
2.296 -6.55651e-07 -6.63237e-07
2.2964 -6.55651e-07 -6.63536e-07
2.2968 -5.96046e-07 -6.63836e-07
2.2972 -6.55651e-07 -6.64135e-07
2.2976 -6.55651e-07 -6.64434e-07
2.298 -5.96046e-07 -6.64733e-07
2.2984 -6.55651e-07 -6.65032e-07
2.2988 -6.55651e-07 -6.6533e-07
2.2992 -5.96046e-07 -6.65629e-07
2.2996 -6.55651e-07 -6.65927e-07
2.3 -6.55651e-07 -6.66226e-07
2.3004 -6.55651e-07 -6.66524e-07
2.3008 -5.96046e-07 -6.66822e-07
2.3012 -6.55651e-07 -6.6712e-07
2.3016 -6.55651e-07 -6.67418e-07
2.302 -5.96046e-07 -6.67716e-07
2.3024 -6.55651e-07 -6.68014e-07
2.3028 -6.55651e-07 -6.68312e-07
2.3032 -6.55651e-07 -6.68609e-07
2.3036 -5.96046e-07 -6.68907e-07
2.304 -6.55651e-07 -6.69204e-07
2.3044 -6.55651e-07 -6.69501e-07
2.3048 -5.96046e-07 -6.69798e-07
2.3052 -6.55651e-07 -6.70095e-07
2.3056 -6.55651e-07 -6.70392e-07
2.306 -5.96046e-07 -6.70689e-07
2.3064 -6.55651e-07 -6.70986e-07
2.3068 -6.55651e-07 -6.71282e-07
2.3072 -5.96046e-07 -6.71579e-07
2.3076 -6.55651e-07 -6.71875e-07
2.308 -6.55651e-07 -6.72171e-07
2.3084 -6.55651e-07 -6.72468e-07
2.3088 -6.55651e-07 -6.72764e-07
2.3092 -5.96046e-07 -6.7306e-07
2.3096 -6.55651e-07 -6.73355e-07
2.31 -6.55651e-07 -6.73651e-07
2.3104 -6.55651e-07 -6.73947e-07
2.3108 -6.55651e-07 -6.74242e-07
2.3112 -6.55651e-07 -6.74538e-07
2.3116 -6.55651e-07 -6.74833e-07
2.312 -6.55651e-07 -6.75128e-07
2.3124 -6.55651e-07 -6.75423e-07
2.3128 -6.55651e-07 -6.75718e-07
2.3132 -5.96046e-07 -6.76013e-07
2.3136 -6.55651e-07 -6.76308e-07
2.314 -6.55651e-07 -6.76602e-07
2.3144 -5.96046e-07 -6.76897e-07
2.3148 -6.55651e-07 -6.77191e-07
2.3152 -6.55651e-07 -6.77486e-07
2.3156 -5.96046e-07 -6.7778e-07
2.316 -6.55651e-07 -6.78074e-07
2.3164 -6.55651e-07 -6.78368e-07
2.3168 -6.55651e-07 -6.78662e-07
2.3172 -6.55651e-07 -6.78956e-07
2.3176 -6.55651e-07 -6.79249e-07
2.318 -5.96046e-07 -6.79543e-07
2.3184 -6.55651e-07 -6.79836e-07
2.3188 -6.55651e-07 -6.8013e-07
2.3192 -6.55651e-07 -6.80423e-07
2.3196 -6.55651e-07 -6.80716e-07
2.32 -6.55651e-07 -6.81009e-07
2.3204 -5.96046e-07 -6.81302e-07
2.3208 -6.55651e-07 -6.81595e-07
2.3212 -6.55651e-07 -6.81887e-07
2.3216 -6.55651e-07 -6.8218e-07
2.322 -6.55651e-07 -6.82472e-07
2.3224 -5.96046e-07 -6.82765e-07
2.3228 -6.55651e-07 -6.83057e-07
2.3232 -6.55651e-07 -6.83349e-07
2.3236 -5.96046e-07 -6.83641e-07
2.324 -6.55651e-07 -6.83933e-07
2.3244 -6.55651e-07 -6.84225e-07
2.3248 -6.55651e-07 -6.84517e-07
2.3252 -6.55651e-07 -6.84808e-07
2.3256 -6.55651e-07 -6.851e-07
2.326 -6.55651e-07 -6.85391e-07
2.3264 -6.55651e-07 -6.85682e-07
2.3268 -6.55651e-07 -6.85974e-07
2.3272 -6.55651e-07 -6.86265e-07
2.3276 -6.55651e-07 -6.86556e-07
2.328 -6.55651e-07 -6.86846e-07
2.3284 -6.55651e-07 -6.87137e-07
2.3288 -6.55651e-07 -6.87428e-07
2.3292 -6.55651e-07 -6.87718e-07
2.3296 -6.55651e-07 -6.88009e-07
2.33 -6.55651e-07 -6.88299e-07
2.3304 -6.55651e-07 -6.88589e-07
2.3308 -6.55651e-07 -6.88879e-07
2.3312 -6.55651e-07 -6.89169e-07
2.3316 -6.55651e-07 -6.89459e-07
2.332 -6.55651e-07 -6.89749e-07
2.3324 -6.55651e-07 -6.90038e-07
2.3328 -6.55651e-07 -6.90328e-07
2.3332 -6.55651e-07 -6.90617e-07
2.3336 -6.55651e-07 -6.90906e-07
2.334 -6.55651e-07 -6.91196e-07
2.3344 -6.55651e-07 -6.91485e-07
2.3348 -6.55651e-07 -6.91774e-07
2.3352 -6.55651e-07 -6.92062e-07
2.3356 -6.55651e-07 -6.92351e-07
2.336 -6.55651e-07 -6.9264e-07
2.3364 -6.55651e-07 -6.92928e-07
2.3368 -6.55651e-07 -6.93217e-07
2.3372 -6.55651e-07 -6.93505e-07
2.3376 -6.55651e-07 -6.93793e-07
2.338 -6.55651e-07 -6.94081e-07
2.3384 -6.55651e-07 -6.94369e-07
2.3388 -7.15256e-07 -6.94657e-07
2.3392 -6.55651e-07 -6.94945e-07
2.3396 -7.15256e-07 -6.95232e-07
2.34 -6.55651e-07 -6.9552e-07
2.3404 -6.55651e-07 -6.95807e-07
2.3408 -6.55651e-07 -6.96094e-07
2.3412 -7.15256e-07 -6.96382e-07
2.3416 -7.15256e-07 -6.96669e-07
2.342 -7.15256e-07 -6.96956e-07
2.3424 -7.15256e-07 -6.97242e-07
2.3428 -6.55651e-07 -6.97529e-07
2.3432 -6.55651e-07 -6.97816e-07
2.3436 -6.55651e-07 -6.98102e-07
2.344 -7.15256e-07 -6.98389e-07
2.3444 -6.55651e-07 -6.98675e-07
2.3448 -7.15256e-07 -6.98961e-07
2.3452 -6.55651e-07 -6.99247e-07
2.3456 -6.55651e-07 -6.99533e-07
2.346 -6.55651e-07 -6.99819e-07
2.3464 -7.15256e-07 -7.00105e-07
2.3468 -7.15256e-07 -7.0039e-07
2.3472 -7.15256e-07 -7.00676e-07
2.3476 -7.15256e-07 -7.00961e-07
2.348 -6.55651e-07 -7.01246e-07
2.3484 -6.55651e-07 -7.01532e-07
2.3488 -7.15256e-07 -7.01817e-07
2.3492 -6.55651e-07 -7.02102e-07
2.3496 -6.55651e-07 -7.02386e-07
2.35 -6.55651e-07 -7.02671e-07
2.3504 -6.55651e-07 -7.02956e-07
2.3508 -7.15256e-07 -7.0324e-07
2.3512 -7.15256e-07 -7.03525e-07
2.3516 -7.15256e-07 -7.03809e-07
2.352 -7.15256e-07 -7.04093e-07
2.3524 -6.55651e-07 -7.04377e-07
2.3528 -6.55651e-07 -7.04661e-07
2.3532 -6.55651e-07 -7.04945e-07
2.3536 -6.55651e-07 -7.05228e-07
2.354 -6.55651e-07 -7.05512e-07
2.3544 -6.55651e-07 -7.05796e-07
2.3548 -6.55651e-07 -7.06079e-07
2.3552 -7.15256e-07 -7.06362e-07
2.3556 -7.15256e-07 -7.06645e-07
2.356 -7.15256e-07 -7.06928e-07
2.3564 -6.55651e-07 -7.07211e-07
2.3568 -6.55651e-07 -7.07494e-07
2.3572 -6.55651e-07 -7.07777e-07
2.3576 -6.55651e-07 -7.08059e-07
2.358 -6.55651e-07 -7.08342e-07
2.3584 -6.55651e-07 -7.08624e-07
2.3588 -6.55651e-07 -7.08906e-07
2.3592 -7.15256e-07 -7.09188e-07
2.3596 -7.15256e-07 -7.0947e-07
2.36 -6.55651e-07 -7.09752e-07
2.3604 -6.55651e-07 -7.10034e-07
2.3608 -6.55651e-07 -7.10316e-07
2.3612 -7.15256e-07 -7.10597e-07
2.3616 -6.55651e-07 -7.10879e-07
2.362 -6.55651e-07 -7.1116e-07
2.3624 -7.15256e-07 -7.11441e-07
2.3628 -7.15256e-07 -7.11722e-07
2.3632 -7.15256e-07 -7.12003e-07
2.3636 -7.15256e-07 -7.12284e-07
2.364 -7.15256e-07 -7.12565e-07
2.3644 -6.55651e-07 -7.12845e-07
2.3648 -7.15256e-07 -7.13126e-07
2.3652 -6.55651e-07 -7.13406e-07
2.3656 -7.15256e-07 -7.13687e-07
2.366 -7.15256e-07 -7.13967e-07
2.3664 -7.15256e-07 -7.14247e-07
2.3668 -7.15256e-07 -7.14527e-07
2.3672 -7.15256e-07 -7.14807e-07
2.3676 -6.55651e-07 -7.15086e-07
2.368 -6.55651e-07 -7.15366e-07
2.3684 -6.55651e-07 -7.15645e-07
2.3688 -7.15256e-07 -7.15925e-07
2.3692 -6.55651e-07 -7.16204e-07
2.3696 -6.55651e-07 -7.16483e-07
2.37 -6.55651e-07 -7.16762e-07
2.3704 -7.15256e-07 -7.17041e-07
2.3708 -7.15256e-07 -7.1732e-07
2.3712 -6.55651e-07 -7.17599e-07
2.3716 -7.15256e-07 -7.17877e-07
2.372 -6.55651e-07 -7.18156e-07
2.3724 -6.55651e-07 -7.18434e-07
2.3728 -6.55651e-07 -7.18712e-07
2.3732 -6.55651e-07 -7.1899e-07
2.3736 -6.55651e-07 -7.19268e-07
2.374 -7.15256e-07 -7.19546e-07
2.3744 -6.55651e-07 -7.19824e-07
2.3748 -7.15256e-07 -7.20102e-07
2.3752 -7.15256e-07 -7.20379e-07
2.3756 -7.15256e-07 -7.20657e-07
2.376 -7.15256e-07 -7.20934e-07
2.3764 -7.15256e-07 -7.21211e-07
2.3768 -7.15256e-07 -7.21488e-07
2.3772 -6.55651e-07 -7.21765e-07
2.3776 -6.55651e-07 -7.22042e-07
2.378 -7.15256e-07 -7.22319e-07
2.3784 -7.15256e-07 -7.22595e-07
2.3788 -7.15256e-07 -7.22872e-07
2.3792 -7.15256e-07 -7.23148e-07
2.3796 -6.55651e-07 -7.23424e-07
2.38 -7.15256e-07 -7.23701e-07
2.3804 -6.55651e-07 -7.23977e-07
2.3808 -7.15256e-07 -7.24253e-07
2.3812 -7.15256e-07 -7.24528e-07
2.3816 -7.15256e-07 -7.24804e-07
2.382 -7.15256e-07 -7.2508e-07
2.3824 -6.55651e-07 -7.25355e-07
2.3828 -7.15256e-07 -7.2563e-07
2.3832 -7.15256e-07 -7.25906e-07
2.3836 -6.55651e-07 -7.26181e-07
2.384 -6.55651e-07 -7.26456e-07
2.3844 -6.55651e-07 -7.26731e-07
2.3848 -7.15256e-07 -7.27005e-07
2.3852 -7.15256e-07 -7.2728e-07
2.3856 -7.15256e-07 -7.27555e-07
2.386 -6.55651e-07 -7.27829e-07
2.3864 -6.55651e-07 -7.28103e-07
2.3868 -6.55651e-07 -7.28377e-07
2.3872 -7.15256e-07 -7.28651e-07
2.3876 -7.15256e-07 -7.28925e-07
2.388 -6.55651e-07 -7.29199e-07
2.3884 -6.55651e-07 -7.29473e-07
2.3888 -7.15256e-07 -7.29746e-07
2.3892 -7.15256e-07 -7.3002e-07
2.3896 -6.55651e-07 -7.30293e-07
2.39 -7.15256e-07 -7.30567e-07
2.3904 -7.15256e-07 -7.3084e-07
2.3908 -7.15256e-07 -7.31113e-07
2.3912 -7.15256e-07 -7.31386e-07
2.3916 -7.15256e-07 -7.31658e-07
2.392 -7.15256e-07 -7.31931e-07
2.3924 -6.55651e-07 -7.32204e-07
2.3928 -7.15256e-07 -7.32476e-07
2.3932 -7.15256e-07 -7.32748e-07
2.3936 -6.55651e-07 -7.3302e-07
2.394 -6.55651e-07 -7.33293e-07
2.3944 -7.15256e-07 -7.33565e-07
2.3948 -7.15256e-07 -7.33836e-07
2.3952 -7.15256e-07 -7.34108e-07
2.3956 -6.55651e-07 -7.3438e-07
2.396 -6.55651e-07 -7.34651e-07
2.3964 -6.55651e-07 -7.34922e-07
2.3968 -7.15256e-07 -7.35194e-07
2.3972 -7.15256e-07 -7.35465e-07
2.3976 -7.15256e-07 -7.35736e-07
2.398 -7.15256e-07 -7.36007e-07
2.3984 -7.15256e-07 -7.36278e-07
2.3988 -7.15256e-07 -7.36548e-07
2.3992 -6.55651e-07 -7.36819e-07
2.3996 -7.15256e-07 -7.37089e-07
2.4 -7.15256e-07 -7.3736e-07
2.4004 -7.15256e-07 -7.3763e-07
2.4008 -7.15256e-07 -7.379e-07
2.4012 -7.15256e-07 -7.3817e-07
2.4016 -7.15256e-07 -7.3844e-07
2.402 -7.15256e-07 -7.38709e-07
2.4024 -7.15256e-07 -7.38979e-07
2.4028 -7.15256e-07 -7.39248e-07
2.4032 -6.55651e-07 -7.39518e-07
2.4036 -7.15256e-07 -7.39787e-07
2.404 -7.15256e-07 -7.40056e-07
2.4044 -6.55651e-07 -7.40325e-07
2.4048 -6.55651e-07 -7.40594e-07
2.4052 -7.15256e-07 -7.40863e-07
2.4056 -7.15256e-07 -7.41131e-07
2.406 -7.15256e-07 -7.414e-07
2.4064 -7.15256e-07 -7.41668e-07
2.4068 -7.15256e-07 -7.41937e-07
2.4072 -7.15256e-07 -7.42205e-07
2.4076 -7.15256e-07 -7.42473e-07
2.408 -7.15256e-07 -7.42741e-07
2.4084 -7.15256e-07 -7.43009e-07
2.4088 -7.15256e-07 -7.43276e-07
2.4092 -7.15256e-07 -7.43544e-07
2.4096 -7.15256e-07 -7.43811e-07
2.41 -7.15256e-07 -7.44079e-07
2.4104 -7.15256e-07 -7.44346e-07
2.4108 -7.15256e-07 -7.44613e-07
2.4112 -7.15256e-07 -7.4488e-07
2.4116 -7.15256e-07 -7.45147e-07
2.412 -7.15256e-07 -7.45414e-07
2.4124 -7.15256e-07 -7.4568e-07
2.4128 -7.15256e-07 -7.45947e-07
2.4132 -7.15256e-07 -7.46213e-07
2.4136 -7.15256e-07 -7.46479e-07
2.414 -7.15256e-07 -7.46746e-07
2.4144 -7.15256e-07 -7.47012e-07
2.4148 -7.15256e-07 -7.47277e-07
2.4152 -7.15256e-07 -7.47543e-07
2.4156 -7.15256e-07 -7.47809e-07
2.416 -7.15256e-07 -7.48074e-07
2.4164 -7.15256e-07 -7.4834e-07
2.4168 -7.15256e-07 -7.48605e-07
2.4172 -7.15256e-07 -7.4887e-07
2.4176 -7.15256e-07 -7.49135e-07
2.418 -7.15256e-07 -7.494e-07
2.4184 -7.15256e-07 -7.49665e-07
2.4188 -7.15256e-07 -7.4993e-07
2.4192 -7.15256e-07 -7.50195e-07
2.4196 -7.15256e-07 -7.50459e-07
2.42 -7.15256e-07 -7.50723e-07
2.4204 -7.15256e-07 -7.50988e-07
2.4208 -7.15256e-07 -7.51252e-07
2.4212 -7.15256e-07 -7.51516e-07
2.4216 -7.15256e-07 -7.5178e-07
2.422 -7.15256e-07 -7.52043e-07
2.4224 -7.15256e-07 -7.52307e-07
2.4228 -7.15256e-07 -7.5257e-07
2.4232 -7.15256e-07 -7.52834e-07
2.4236 -7.15256e-07 -7.53097e-07
2.424 -7.15256e-07 -7.5336e-07
2.4244 -7.15256e-07 -7.53623e-07
2.4248 -7.15256e-07 -7.53886e-07
2.4252 -7.15256e-07 -7.54149e-07
2.4256 -7.15256e-07 -7.54412e-07
2.426 -7.15256e-07 -7.54674e-07
2.4264 -7.15256e-07 -7.54937e-07
2.4268 -7.15256e-07 -7.55199e-07
2.4272 -7.15256e-07 -7.55461e-07
2.4276 -7.15256e-07 -7.55723e-07
2.428 -7.15256e-07 -7.55985e-07
2.4284 -7.15256e-07 -7.56247e-07
2.4288 -7.7486e-07 -7.56509e-07
2.4292 -7.15256e-07 -7.5677e-07
2.4296 -7.15256e-07 -7.57032e-07
2.43 -7.7486e-07 -7.57293e-07
2.4304 -7.15256e-07 -7.57554e-07
2.4308 -7.15256e-07 -7.57815e-07
2.4312 -7.15256e-07 -7.58076e-07
2.4316 -7.15256e-07 -7.58337e-07
2.432 -7.15256e-07 -7.58598e-07
2.4324 -7.15256e-07 -7.58858e-07
2.4328 -7.15256e-07 -7.59119e-07
2.4332 -7.15256e-07 -7.59379e-07
2.4336 -7.15256e-07 -7.59639e-07
2.434 -7.7486e-07 -7.599e-07
2.4344 -7.15256e-07 -7.6016e-07
2.4348 -7.15256e-07 -7.60419e-07
2.4352 -7.15256e-07 -7.60679e-07
2.4356 -7.15256e-07 -7.60939e-07
2.436 -7.7486e-07 -7.61198e-07
2.4364 -7.15256e-07 -7.61458e-07
2.4368 -7.15256e-07 -7.61717e-07
2.4372 -7.15256e-07 -7.61976e-07
2.4376 -7.15256e-07 -7.62235e-07
2.438 -7.15256e-07 -7.62494e-07
2.4384 -7.15256e-07 -7.62753e-07
2.4388 -7.15256e-07 -7.63012e-07
2.4392 -7.7486e-07 -7.6327e-07
2.4396 -7.7486e-07 -7.63528e-07
2.44 -7.15256e-07 -7.63787e-07
2.4404 -7.7486e-07 -7.64045e-07
2.4408 -7.15256e-07 -7.64303e-07
2.4412 -7.7486e-07 -7.64561e-07
2.4416 -7.15256e-07 -7.64819e-07
2.442 -7.7486e-07 -7.65076e-07
2.4424 -7.7486e-07 -7.65334e-07
2.4428 -7.15256e-07 -7.65591e-07
2.4432 -7.15256e-07 -7.65849e-07
2.4436 -7.15256e-07 -7.66106e-07
2.444 -7.15256e-07 -7.66363e-07
2.4444 -7.15256e-07 -7.6662e-07
2.4448 -7.15256e-07 -7.66877e-07
2.4452 -7.15256e-07 -7.67133e-07
2.4456 -7.15256e-07 -7.6739e-07
2.446 -7.15256e-07 -7.67646e-07
2.4464 -7.15256e-07 -7.67903e-07
2.4468 -7.15256e-07 -7.68159e-07
2.4472 -7.15256e-07 -7.68415e-07
2.4476 -7.15256e-07 -7.68671e-07
2.448 -7.7486e-07 -7.68927e-07
2.4484 -7.15256e-07 -7.69183e-07
2.4488 -7.15256e-07 -7.69438e-07
2.4492 -7.15256e-07 -7.69694e-07
2.4496 -7.15256e-07 -7.69949e-07
2.45 -7.15256e-07 -7.70204e-07
2.4504 -7.7486e-07 -7.70459e-07
2.4508 -7.15256e-07 -7.70714e-07
2.4512 -7.7486e-07 -7.70969e-07
2.4516 -7.15256e-07 -7.71224e-07
2.452 -7.7486e-07 -7.71478e-07
2.4524 -7.7486e-07 -7.71733e-07
2.4528 -7.15256e-07 -7.71987e-07
2.4532 -7.7486e-07 -7.72242e-07
2.4536 -7.15256e-07 -7.72496e-07
2.454 -7.7486e-07 -7.7275e-07
2.4544 -7.15256e-07 -7.73004e-07
2.4548 -7.7486e-07 -7.73257e-07
2.4552 -7.7486e-07 -7.73511e-07
2.4556 -7.15256e-07 -7.73764e-07
2.456 -7.7486e-07 -7.74018e-07
2.4564 -7.7486e-07 -7.74271e-07
2.4568 -7.15256e-07 -7.74524e-07
2.4572 -7.7486e-07 -7.74777e-07
2.4576 -7.15256e-07 -7.7503e-07
2.458 -7.7486e-07 -7.75283e-07
2.4584 -7.15256e-07 -7.75535e-07
2.4588 -7.7486e-07 -7.75788e-07
2.4592 -7.7486e-07 -7.7604e-07
2.4596 -7.15256e-07 -7.76292e-07
2.46 -7.7486e-07 -7.76545e-07
2.4604 -7.7486e-07 -7.76797e-07
2.4608 -7.15256e-07 -7.77049e-07
2.4612 -7.7486e-07 -7.773e-07
2.4616 -7.7486e-07 -7.77552e-07
2.462 -7.7486e-07 -7.77803e-07
2.4624 -7.15256e-07 -7.78055e-07
2.4628 -7.15256e-07 -7.78306e-07
2.4632 -7.15256e-07 -7.78557e-07
2.4636 -7.7486e-07 -7.78808e-07
2.464 -7.7486e-07 -7.79059e-07
2.4644 -7.7486e-07 -7.7931e-07
2.4648 -7.15256e-07 -7.7956e-07
2.4652 -7.15256e-07 -7.79811e-07
2.4656 -7.15256e-07 -7.80061e-07
2.466 -7.15256e-07 -7.80312e-07
2.4664 -7.15256e-07 -7.80562e-07
2.4668 -7.15256e-07 -7.80812e-07
2.4672 -7.7486e-07 -7.81062e-07
2.4676 -7.15256e-07 -7.81311e-07
2.468 -7.15256e-07 -7.81561e-07
2.4684 -7.7486e-07 -7.81811e-07
2.4688 -7.15256e-07 -7.8206e-07
2.4692 -7.15256e-07 -7.82309e-07
2.4696 -7.7486e-07 -7.82558e-07
2.47 -7.15256e-07 -7.82807e-07
2.4704 -7.15256e-07 -7.83056e-07
2.4708 -7.15256e-07 -7.83305e-07
2.4712 -7.15256e-07 -7.83554e-07
2.4716 -7.7486e-07 -7.83802e-07
2.472 -7.15256e-07 -7.84051e-07
2.4724 -7.7486e-07 -7.84299e-07
2.4728 -7.7486e-07 -7.84547e-07
2.4732 -7.15256e-07 -7.84795e-07
2.4736 -7.7486e-07 -7.85043e-07
2.474 -7.7486e-07 -7.85291e-07
2.4744 -7.7486e-07 -7.85538e-07
2.4748 -7.7486e-07 -7.85786e-07
2.4752 -7.7486e-07 -7.86033e-07
2.4756 -7.7486e-07 -7.8628e-07
2.476 -7.7486e-07 -7.86527e-07
2.4764 -7.7486e-07 -7.86774e-07
2.4768 -7.7486e-07 -7.87021e-07
2.4772 -7.7486e-07 -7.87268e-07
2.4776 -7.7486e-07 -7.87515e-07
2.478 -7.7486e-07 -7.87761e-07
2.4784 -7.7486e-07 -7.88008e-07
2.4788 -7.7486e-07 -7.88254e-07
2.4792 -7.15256e-07 -7.885e-07
2.4796 -7.7486e-07 -7.88746e-07
2.48 -7.15256e-07 -7.88992e-07
2.4804 -7.7486e-07 -7.89238e-07
2.4808 -7.15256e-07 -7.89483e-07
2.4812 -7.7486e-07 -7.89729e-07
2.4816 -7.15256e-07 -7.89974e-07
2.482 -7.7486e-07 -7.90219e-07
2.4824 -7.15256e-07 -7.90464e-07
2.4828 -7.7486e-07 -7.90709e-07
2.4832 -7.7486e-07 -7.90954e-07
2.4836 -7.7486e-07 -7.91199e-07
2.484 -7.7486e-07 -7.91443e-07
2.4844 -7.7486e-07 -7.91688e-07
2.4848 -7.7486e-07 -7.91932e-07
2.4852 -7.7486e-07 -7.92176e-07
2.4856 -7.7486e-07 -7.92421e-07
2.486 -7.15256e-07 -7.92665e-07
2.4864 -7.15256e-07 -7.92908e-07
2.4868 -7.15256e-07 -7.93152e-07
2.4872 -7.7486e-07 -7.93396e-07
2.4876 -7.7486e-07 -7.93639e-07
2.488 -7.7486e-07 -7.93883e-07
2.4884 -7.7486e-07 -7.94126e-07
2.4888 -7.7486e-07 -7.94369e-07
2.4892 -7.7486e-07 -7.94612e-07
2.4896 -7.7486e-07 -7.94855e-07
2.49 -7.7486e-07 -7.95097e-07
2.4904 -7.7486e-07 -7.9534e-07
2.4908 -7.15256e-07 -7.95582e-07
2.4912 -7.7486e-07 -7.95825e-07
2.4916 -7.15256e-07 -7.96067e-07
2.492 -7.15256e-07 -7.96309e-07
2.4924 -7.7486e-07 -7.96551e-07
2.4928 -7.15256e-07 -7.96793e-07
2.4932 -7.15256e-07 -7.97034e-07
2.4936 -7.7486e-07 -7.97276e-07
2.494 -7.7486e-07 -7.97517e-07
2.4944 -7.7486e-07 -7.97759e-07
2.4948 -7.7486e-07 -7.98e-07
2.4952 -7.7486e-07 -7.98241e-07
2.4956 -7.7486e-07 -7.98482e-07
2.496 -7.7486e-07 -7.98722e-07
2.4964 -7.7486e-07 -7.98963e-07
2.4968 -7.7486e-07 -7.99204e-07
2.4972 -7.7486e-07 -7.99444e-07
2.4976 -7.7486e-07 -7.99684e-07
2.498 -7.7486e-07 -7.99924e-07
2.4984 -7.7486e-07 -8.00164e-07
2.4988 -7.7486e-07 -8.00404e-07
2.4992 -7.7486e-07 -8.00644e-07
2.4996 -7.15256e-07 -8.00884e-07
2.5 -7.7486e-07 -8.01123e-07
2.5004 -7.7486e-07 -8.01363e-07
2.5008 -7.7486e-07 -8.01602e-07
2.5012 -7.15256e-07 -8.01841e-07
2.5016 -7.7486e-07 -8.0208e-07
2.502 -7.7486e-07 -8.02319e-07
2.5024 -7.15256e-07 -8.02558e-07
2.5028 -7.7486e-07 -8.02796e-07
2.5032 -7.7486e-07 -8.03035e-07
2.5036 -7.7486e-07 -8.03273e-07
2.504 -7.7486e-07 -8.03511e-07
2.5044 -7.7486e-07 -8.03749e-07
2.5048 -7.7486e-07 -8.03987e-07
2.5052 -7.7486e-07 -8.04225e-07
2.5056 -7.7486e-07 -8.04463e-07
2.506 -7.7486e-07 -8.047e-07
2.5064 -7.7486e-07 -8.04938e-07
2.5068 -7.7486e-07 -8.05175e-07
2.5072 -7.7486e-07 -8.05412e-07
2.5076 -7.7486e-07 -8.05649e-07
2.508 -7.7486e-07 -8.05886e-07
2.5084 -7.7486e-07 -8.06123e-07
2.5088 -7.7486e-07 -8.0636e-07
2.5092 -7.7486e-07 -8.06596e-07
2.5096 -7.7486e-07 -8.06833e-07
2.51 -7.7486e-07 -8.07069e-07
2.5104 -7.7486e-07 -8.07305e-07
2.5108 -7.15256e-07 -8.07541e-07
2.5112 -7.7486e-07 -8.07777e-07
2.5116 -7.7486e-07 -8.08013e-07
2.512 -7.7486e-07 -8.08249e-07
2.5124 -7.7486e-07 -8.08484e-07
2.5128 -7.7486e-07 -8.08719e-07
