# x_c f_c(xc) f_c_ohne(xc)
0.6748 7.7486e-07 7.80826e-07
0.6752 7.7486e-07 7.80576e-07
0.6756 7.7486e-07 7.80326e-07
0.676 8.34465e-07 7.80076e-07
0.6764 7.7486e-07 7.79825e-07
0.6768 8.34465e-07 7.79575e-07
0.6772 7.7486e-07 7.79324e-07
0.6776 8.34465e-07 7.79074e-07
0.678 7.7486e-07 7.78823e-07
0.6784 7.7486e-07 7.78572e-07
0.6788 7.7486e-07 7.78321e-07
0.6792 8.34465e-07 7.78069e-07
0.6796 7.7486e-07 7.77818e-07
0.68 7.7486e-07 7.77567e-07
0.6804 7.7486e-07 7.77315e-07
0.6808 8.34465e-07 7.77063e-07
0.6812 8.34465e-07 7.76812e-07
0.6816 7.7486e-07 7.76559e-07
0.682 8.34465e-07 7.76307e-07
0.6824 8.34465e-07 7.76055e-07
0.6828 7.7486e-07 7.75803e-07
0.6832 7.7486e-07 7.7555e-07
0.6836 7.7486e-07 7.75298e-07
0.684 7.7486e-07 7.75045e-07
0.6844 7.7486e-07 7.74792e-07
0.6848 8.34465e-07 7.74539e-07
0.6852 7.7486e-07 7.74286e-07
0.6856 7.7486e-07 7.74033e-07
0.686 7.7486e-07 7.7378e-07
0.6864 7.7486e-07 7.73526e-07
0.6868 7.7486e-07 7.73273e-07
0.6872 8.34465e-07 7.73019e-07
0.6876 8.34465e-07 7.72765e-07
0.688 7.7486e-07 7.72511e-07
0.6884 7.7486e-07 7.72257e-07
0.6888 7.7486e-07 7.72003e-07
0.6892 7.7486e-07 7.71749e-07
0.6896 7.7486e-07 7.71494e-07
0.69 7.7486e-07 7.7124e-07
0.6904 7.7486e-07 7.70985e-07
0.6908 7.7486e-07 7.7073e-07
0.6912 7.7486e-07 7.70475e-07
0.6916 7.7486e-07 7.7022e-07
0.692 8.34465e-07 7.69965e-07
0.6924 7.7486e-07 7.6971e-07
0.6928 8.34465e-07 7.69454e-07
0.6932 8.34465e-07 7.69199e-07
0.6936 7.7486e-07 7.68943e-07
0.694 7.7486e-07 7.68687e-07
0.6944 7.7486e-07 7.68431e-07
0.6948 7.7486e-07 7.68175e-07
0.6952 8.34465e-07 7.67919e-07
0.6956 7.7486e-07 7.67663e-07
0.696 7.7486e-07 7.67407e-07
0.6964 7.7486e-07 7.6715e-07
0.6968 7.7486e-07 7.66893e-07
0.6972 8.34465e-07 7.66637e-07
0.6976 7.7486e-07 7.6638e-07
0.698 7.7486e-07 7.66123e-07
0.6984 7.7486e-07 7.65866e-07
0.6988 7.7486e-07 7.65608e-07
0.6992 7.7486e-07 7.65351e-07
0.6996 7.7486e-07 7.65093e-07
0.7 7.7486e-07 7.64836e-07
0.7004 7.7486e-07 7.64578e-07
0.7008 7.7486e-07 7.6432e-07
0.7012 7.7486e-07 7.64062e-07
0.7016 7.7486e-07 7.63804e-07
0.702 7.7486e-07 7.63546e-07
0.7024 7.7486e-07 7.63287e-07
0.7028 7.7486e-07 7.63029e-07
0.7032 7.7486e-07 7.6277e-07
0.7036 7.7486e-07 7.62512e-07
0.704 7.7486e-07 7.62253e-07
0.7044 7.7486e-07 7.61994e-07
0.7048 7.15256e-07 7.61735e-07
0.7052 7.7486e-07 7.61475e-07
0.7056 7.7486e-07 7.61216e-07
0.706 7.7486e-07 7.60957e-07
0.7064 7.7486e-07 7.60697e-07
0.7068 7.7486e-07 7.60437e-07
0.7072 7.7486e-07 7.60177e-07
0.7076 7.7486e-07 7.59917e-07
0.708 7.7486e-07 7.59657e-07
0.7084 7.7486e-07 7.59397e-07
0.7088 7.7486e-07 7.59137e-07
0.7092 7.7486e-07 7.58876e-07
0.7096 7.7486e-07 7.58616e-07
0.71 7.7486e-07 7.58355e-07
0.7104 7.7486e-07 7.58094e-07
0.7108 7.7486e-07 7.57834e-07
0.7112 7.7486e-07 7.57572e-07
0.7116 7.15256e-07 7.57311e-07
0.712 7.7486e-07 7.5705e-07
0.7124 7.7486e-07 7.56789e-07
0.7128 7.7486e-07 7.56527e-07
0.7132 7.7486e-07 7.56265e-07
0.7136 7.7486e-07 7.56004e-07
0.714 7.7486e-07 7.55742e-07
0.7144 7.7486e-07 7.5548e-07
0.7148 7.7486e-07 7.55218e-07
0.7152 7.7486e-07 7.54955e-07
0.7156 7.7486e-07 7.54693e-07
0.716 7.7486e-07 7.54431e-07
0.7164 7.7486e-07 7.54168e-07
0.7168 7.7486e-07 7.53905e-07
0.7172 7.7486e-07 7.53642e-07
0.7176 7.7486e-07 7.53379e-07
0.718 7.7486e-07 7.53116e-07
0.7184 7.7486e-07 7.52853e-07
0.7188 7.15256e-07 7.5259e-07
0.7192 7.7486e-07 7.52326e-07
0.7196 7.7486e-07 7.52063e-07
0.72 7.7486e-07 7.51799e-07
0.7204 7.7486e-07 7.51535e-07
0.7208 7.15256e-07 7.51271e-07
0.7212 7.7486e-07 7.51007e-07
0.7216 7.15256e-07 7.50743e-07
0.722 7.7486e-07 7.50479e-07
0.7224 7.15256e-07 7.50214e-07
0.7228 7.7486e-07 7.4995e-07
0.7232 7.7486e-07 7.49685e-07
0.7236 7.15256e-07 7.4942e-07
0.724 7.7486e-07 7.49155e-07
0.7244 7.7486e-07 7.4889e-07
0.7248 7.15256e-07 7.48625e-07
0.7252 7.7486e-07 7.4836e-07
0.7256 7.7486e-07 7.48094e-07
0.726 7.15256e-07 7.47829e-07
0.7264 7.15256e-07 7.47563e-07
0.7268 7.15256e-07 7.47298e-07
0.7272 7.15256e-07 7.47032e-07
0.7276 7.7486e-07 7.46766e-07
0.728 7.7486e-07 7.465e-07
0.7284 7.15256e-07 7.46233e-07
0.7288 7.7486e-07 7.45967e-07
0.7292 7.7486e-07 7.45701e-07
0.7296 7.15256e-07 7.45434e-07
0.73 7.7486e-07 7.45167e-07
0.7304 7.7486e-07 7.44901e-07
0.7308 7.7486e-07 7.44634e-07
0.7312 7.15256e-07 7.44367e-07
0.7316 7.7486e-07 7.44099e-07
0.732 7.7486e-07 7.43832e-07
0.7324 7.7486e-07 7.43565e-07
0.7328 7.7486e-07 7.43297e-07
0.7332 7.15256e-07 7.43029e-07
0.7336 7.7486e-07 7.42762e-07
0.734 7.7486e-07 7.42494e-07
0.7344 7.15256e-07 7.42226e-07
0.7348 7.7486e-07 7.41958e-07
0.7352 7.7486e-07 7.4169e-07
0.7356 7.7486e-07 7.41421e-07
0.736 7.15256e-07 7.41153e-07
0.7364 7.15256e-07 7.40884e-07
0.7368 7.7486e-07 7.40615e-07
0.7372 7.7486e-07 7.40347e-07
0.7376 7.15256e-07 7.40078e-07
0.738 7.15256e-07 7.39808e-07
0.7384 7.15256e-07 7.39539e-07
0.7388 7.15256e-07 7.3927e-07
0.7392 7.7486e-07 7.39001e-07
0.7396 7.15256e-07 7.38731e-07
0.74 7.7486e-07 7.38461e-07
0.7404 7.7486e-07 7.38192e-07
0.7408 7.7486e-07 7.37922e-07
0.7412 7.15256e-07 7.37652e-07
0.7416 7.7486e-07 7.37381e-07
0.742 7.15256e-07 7.37111e-07
0.7424 7.15256e-07 7.36841e-07
0.7428 7.15256e-07 7.3657e-07
0.7432 7.15256e-07 7.363e-07
0.7436 7.7486e-07 7.36029e-07
0.744 7.15256e-07 7.35758e-07
0.7444 7.15256e-07 7.35487e-07
0.7448 7.15256e-07 7.35216e-07
0.7452 7.15256e-07 7.34945e-07
0.7456 7.7486e-07 7.34674e-07
0.746 7.7486e-07 7.34402e-07
0.7464 7.7486e-07 7.34131e-07
0.7468 7.15256e-07 7.33859e-07
0.7472 7.15256e-07 7.33587e-07
0.7476 7.7486e-07 7.33315e-07
0.748 7.15256e-07 7.33043e-07
0.7484 7.7486e-07 7.32771e-07
0.7488 7.15256e-07 7.32499e-07
0.7492 7.15256e-07 7.32227e-07
0.7496 7.15256e-07 7.31954e-07
0.75 7.15256e-07 7.31681e-07
0.7504 7.7486e-07 7.31409e-07
0.7508 7.15256e-07 7.31136e-07
0.7512 7.15256e-07 7.30863e-07
0.7516 7.15256e-07 7.3059e-07
0.752 7.15256e-07 7.30317e-07
0.7524 7.15256e-07 7.30043e-07
0.7528 7.7486e-07 7.2977e-07
0.7532 7.15256e-07 7.29496e-07
0.7536 7.15256e-07 7.29223e-07
0.754 7.15256e-07 7.28949e-07
0.7544 7.15256e-07 7.28675e-07
0.7548 7.15256e-07 7.28401e-07
0.7552 7.7486e-07 7.28127e-07
0.7556 7.15256e-07 7.27853e-07
0.756 7.7486e-07 7.27578e-07
0.7564 7.7486e-07 7.27304e-07
0.7568 7.7486e-07 7.27029e-07
0.7572 7.15256e-07 7.26755e-07
0.7576 7.15256e-07 7.2648e-07
0.758 7.7486e-07 7.26205e-07
0.7584 7.15256e-07 7.2593e-07
0.7588 7.15256e-07 7.25655e-07
0.7592 7.15256e-07 7.25379e-07
0.7596 7.15256e-07 7.25104e-07
0.76 7.15256e-07 7.24828e-07
0.7604 7.7486e-07 7.24553e-07
0.7608 7.15256e-07 7.24277e-07
0.7612 7.15256e-07 7.24001e-07
0.7616 7.15256e-07 7.23725e-07
0.762 7.15256e-07 7.23449e-07
0.7624 7.15256e-07 7.23173e-07
0.7628 7.15256e-07 7.22897e-07
0.7632 7.7486e-07 7.2262e-07
0.7636 7.15256e-07 7.22343e-07
0.764 7.15256e-07 7.22067e-07
0.7644 7.15256e-07 7.2179e-07
0.7648 7.15256e-07 7.21513e-07
0.7652 7.15256e-07 7.21236e-07
0.7656 7.15256e-07 7.20959e-07
0.766 7.7486e-07 7.20682e-07
0.7664 7.15256e-07 7.20404e-07
0.7668 7.15256e-07 7.20127e-07
0.7672 7.15256e-07 7.19849e-07
0.7676 7.15256e-07 7.19572e-07
0.768 7.15256e-07 7.19294e-07
0.7684 7.15256e-07 7.19016e-07
0.7688 7.7486e-07 7.18738e-07
0.7692 7.15256e-07 7.1846e-07
0.7696 7.7486e-07 7.18181e-07
0.77 7.15256e-07 7.17903e-07
0.7704 7.15256e-07 7.17624e-07
0.7708 7.15256e-07 7.17346e-07
0.7712 7.7486e-07 7.17067e-07
0.7716 7.15256e-07 7.16788e-07
0.772 7.15256e-07 7.16509e-07
0.7724 7.15256e-07 7.1623e-07
0.7728 7.7486e-07 7.15951e-07
0.7732 7.15256e-07 7.15671e-07
0.7736 7.15256e-07 7.15392e-07
0.774 7.15256e-07 7.15112e-07
0.7744 7.7486e-07 7.14833e-07
0.7748 7.15256e-07 7.14553e-07
0.7752 7.15256e-07 7.14273e-07
0.7756 7.15256e-07 7.13993e-07
0.776 7.15256e-07 7.13713e-07
0.7764 7.15256e-07 7.13433e-07
0.7768 7.15256e-07 7.13152e-07
0.7772 7.15256e-07 7.12872e-07
0.7776 7.15256e-07 7.12591e-07
0.778 7.7486e-07 7.12311e-07
0.7784 7.15256e-07 7.1203e-07
0.7788 7.15256e-07 7.11749e-07
0.7792 7.15256e-07 7.11468e-07
0.7796 7.15256e-07 7.11187e-07
0.78 7.7486e-07 7.10906e-07
0.7804 7.7486e-07 7.10624e-07
0.7808 7.7486e-07 7.10343e-07
0.7812 7.15256e-07 7.10061e-07
0.7816 7.15256e-07 7.09779e-07
0.782 7.15256e-07 7.09497e-07
0.7824 7.15256e-07 7.09216e-07
0.7828 7.15256e-07 7.08934e-07
0.7832 7.15256e-07 7.08651e-07
0.7836 7.15256e-07 7.08369e-07
0.784 7.15256e-07 7.08087e-07
0.7844 7.15256e-07 7.07804e-07
0.7848 7.15256e-07 7.07522e-07
0.7852 7.15256e-07 7.07239e-07
0.7856 7.15256e-07 7.06956e-07
0.786 7.15256e-07 7.06673e-07
0.7864 7.15256e-07 7.0639e-07
0.7868 7.15256e-07 7.06107e-07
0.7872 7.15256e-07 7.05823e-07
0.7876 7.15256e-07 7.0554e-07
0.788 7.15256e-07 7.05256e-07
0.7884 7.15256e-07 7.04973e-07
0.7888 7.15256e-07 7.04689e-07
0.7892 7.15256e-07 7.04405e-07
0.7896 7.15256e-07 7.04121e-07
0.79 7.15256e-07 7.03837e-07
0.7904 7.15256e-07 7.03553e-07
0.7908 7.15256e-07 7.03269e-07
0.7912 6.55651e-07 7.02984e-07
0.7916 7.15256e-07 7.027e-07
0.792 7.15256e-07 7.02415e-07
0.7924 7.15256e-07 7.0213e-07
0.7928 7.15256e-07 7.01845e-07
0.7932 7.15256e-07 7.0156e-07
0.7936 6.55651e-07 7.01275e-07
0.794 7.15256e-07 7.0099e-07
0.7944 7.15256e-07 7.00705e-07
0.7948 7.15256e-07 7.00419e-07
0.7952 7.15256e-07 7.00134e-07
0.7956 7.15256e-07 6.99848e-07
0.796 6.55651e-07 6.99562e-07
0.7964 7.15256e-07 6.99276e-07
0.7968 7.15256e-07 6.9899e-07
0.7972 7.15256e-07 6.98704e-07
0.7976 7.15256e-07 6.98418e-07
0.798 7.15256e-07 6.98132e-07
0.7984 6.55651e-07 6.97845e-07
0.7988 7.15256e-07 6.97559e-07
0.7992 7.15256e-07 6.97272e-07
0.7996 7.15256e-07 6.96985e-07
0.8 7.15256e-07 6.96698e-07
0.8004 7.15256e-07 6.96411e-07
0.8008 7.15256e-07 6.96124e-07
0.8012 7.15256e-07 6.95837e-07
0.8016 7.15256e-07 6.9555e-07
0.802 7.15256e-07 6.95262e-07
0.8024 7.15256e-07 6.94975e-07
0.8028 7.15256e-07 6.94687e-07
0.8032 7.15256e-07 6.94399e-07
0.8036 7.15256e-07 6.94111e-07
0.804 7.15256e-07 6.93823e-07
0.8044 6.55651e-07 6.93535e-07
0.8048 7.15256e-07 6.93247e-07
0.8052 7.15256e-07 6.92959e-07
0.8056 7.15256e-07 6.9267e-07
0.806 7.15256e-07 6.92382e-07
0.8064 7.15256e-07 6.92093e-07
0.8068 6.55651e-07 6.91804e-07
0.8072 7.15256e-07 6.91515e-07
0.8076 7.15256e-07 6.91226e-07
0.808 7.15256e-07 6.90937e-07
0.8084 7.15256e-07 6.90648e-07
0.8088 7.15256e-07 6.90358e-07
0.8092 7.15256e-07 6.90069e-07
0.8096 7.15256e-07 6.8978e-07
0.81 7.15256e-07 6.8949e-07
0.8104 7.15256e-07 6.892e-07
0.8108 6.55651e-07 6.8891e-07
0.8112 7.15256e-07 6.8862e-07
0.8116 7.15256e-07 6.8833e-07
0.812 6.55651e-07 6.8804e-07
0.8124 7.15256e-07 6.87749e-07
0.8128 6.55651e-07 6.87459e-07
0.8132 7.15256e-07 6.87169e-07
0.8136 6.55651e-07 6.86878e-07
0.814 7.15256e-07 6.86587e-07
0.8144 7.15256e-07 6.86296e-07
0.8148 7.15256e-07 6.86005e-07
0.8152 6.55651e-07 6.85714e-07
0.8156 6.55651e-07 6.85423e-07
0.816 7.15256e-07 6.85132e-07
0.8164 7.15256e-07 6.8484e-07
0.8168 7.15256e-07 6.84549e-07
0.8172 7.15256e-07 6.84257e-07
0.8176 7.15256e-07 6.83965e-07
0.818 6.55651e-07 6.83673e-07
0.8184 6.55651e-07 6.83381e-07
0.8188 7.15256e-07 6.83089e-07
0.8192 7.15256e-07 6.82797e-07
0.8196 7.15256e-07 6.82505e-07
0.82 6.55651e-07 6.82212e-07
0.8204 7.15256e-07 6.8192e-07
0.8208 6.55651e-07 6.81627e-07
0.8212 7.15256e-07 6.81334e-07
0.8216 7.15256e-07 6.81042e-07
0.822 6.55651e-07 6.80749e-07
0.8224 7.15256e-07 6.80456e-07
0.8228 7.15256e-07 6.80162e-07
0.8232 6.55651e-07 6.79869e-07
0.8236 7.15256e-07 6.79576e-07
0.824 6.55651e-07 6.79282e-07
0.8244 6.55651e-07 6.78989e-07
0.8248 7.15256e-07 6.78695e-07
0.8252 6.55651e-07 6.78401e-07
0.8256 6.55651e-07 6.78107e-07
0.826 6.55651e-07 6.77813e-07
0.8264 7.15256e-07 6.77519e-07
0.8268 7.15256e-07 6.77225e-07
0.8272 7.15256e-07 6.7693e-07
0.8276 6.55651e-07 6.76636e-07
0.828 6.55651e-07 6.76341e-07
0.8284 6.55651e-07 6.76047e-07
0.8288 6.55651e-07 6.75752e-07
0.8292 6.55651e-07 6.75457e-07
0.8296 6.55651e-07 6.75162e-07
0.83 6.55651e-07 6.74867e-07
0.8304 6.55651e-07 6.74571e-07
0.8308 6.55651e-07 6.74276e-07
0.8312 6.55651e-07 6.73981e-07
0.8316 6.55651e-07 6.73685e-07
0.832 7.15256e-07 6.73389e-07
0.8324 7.15256e-07 6.73094e-07
0.8328 7.15256e-07 6.72798e-07
0.8332 6.55651e-07 6.72502e-07
0.8336 6.55651e-07 6.72206e-07
0.834 6.55651e-07 6.7191e-07
0.8344 7.15256e-07 6.71613e-07
0.8348 7.15256e-07 6.71317e-07
0.8352 6.55651e-07 6.7102e-07
0.8356 6.55651e-07 6.70724e-07
0.836 6.55651e-07 6.70427e-07
0.8364 7.15256e-07 6.7013e-07
0.8368 7.15256e-07 6.69833e-07
0.8372 6.55651e-07 6.69536e-07
0.8376 6.55651e-07 6.69239e-07
0.838 7.15256e-07 6.68942e-07
0.8384 6.55651e-07 6.68644e-07
0.8388 6.55651e-07 6.68347e-07
0.8392 6.55651e-07 6.68049e-07
0.8396 7.15256e-07 6.67751e-07
0.84 6.55651e-07 6.67454e-07
0.8404 6.55651e-07 6.67156e-07
0.8408 7.15256e-07 6.66858e-07
0.8412 6.55651e-07 6.6656e-07
0.8416 6.55651e-07 6.66261e-07
0.842 6.55651e-07 6.65963e-07
0.8424 7.15256e-07 6.65664e-07
0.8428 6.55651e-07 6.65366e-07
0.8432 6.55651e-07 6.65067e-07
0.8436 6.55651e-07 6.64768e-07
0.844 7.15256e-07 6.6447e-07
0.8444 6.55651e-07 6.64171e-07
0.8448 6.55651e-07 6.63872e-07
0.8452 6.55651e-07 6.63572e-07
0.8456 7.15256e-07 6.63273e-07
0.846 6.55651e-07 6.62974e-07
0.8464 6.55651e-07 6.62674e-07
0.8468 6.55651e-07 6.62374e-07
0.8472 6.55651e-07 6.62075e-07
0.8476 7.15256e-07 6.61775e-07
0.848 6.55651e-07 6.61475e-07
0.8484 6.55651e-07 6.61175e-07
0.8488 6.55651e-07 6.60875e-07
0.8492 6.55651e-07 6.60575e-07
0.8496 6.55651e-07 6.60274e-07
0.85 6.55651e-07 6.59974e-07
0.8504 7.15256e-07 6.59673e-07
0.8508 7.15256e-07 6.59372e-07
0.8512 7.15256e-07 6.59072e-07
0.8516 7.15256e-07 6.58771e-07
0.852 7.15256e-07 6.5847e-07
0.8524 7.15256e-07 6.58169e-07
0.8528 7.15256e-07 6.57867e-07
0.8532 6.55651e-07 6.57566e-07
0.8536 6.55651e-07 6.57265e-07
0.854 6.55651e-07 6.56963e-07
0.8544 6.55651e-07 6.56662e-07
0.8548 6.55651e-07 6.5636e-07
0.8552 6.55651e-07 6.56058e-07
0.8556 7.15256e-07 6.55756e-07
0.856 6.55651e-07 6.55454e-07
0.8564 6.55651e-07 6.55152e-07
0.8568 6.55651e-07 6.5485e-07
0.8572 6.55651e-07 6.54547e-07
0.8576 6.55651e-07 6.54245e-07
0.858 6.55651e-07 6.53942e-07
0.8584 6.55651e-07 6.5364e-07
0.8588 6.55651e-07 6.53337e-07
0.8592 6.55651e-07 6.53034e-07
0.8596 6.55651e-07 6.52731e-07
0.86 6.55651e-07 6.52428e-07
0.8604 6.55651e-07 6.52125e-07
0.8608 6.55651e-07 6.51821e-07
0.8612 7.15256e-07 6.51518e-07
0.8616 6.55651e-07 6.51214e-07
0.862 6.55651e-07 6.50911e-07
0.8624 6.55651e-07 6.50607e-07
0.8628 6.55651e-07 6.50303e-07
0.8632 6.55651e-07 6.49999e-07
0.8636 6.55651e-07 6.49695e-07
0.864 6.55651e-07 6.49391e-07
0.8644 6.55651e-07 6.49087e-07
0.8648 6.55651e-07 6.48783e-07
0.8652 6.55651e-07 6.48478e-07
0.8656 6.55651e-07 6.48174e-07
0.866 6.55651e-07 6.47869e-07
0.8664 6.55651e-07 6.47564e-07
0.8668 6.55651e-07 6.47259e-07
0.8672 6.55651e-07 6.46954e-07
0.8676 6.55651e-07 6.46649e-07
0.868 6.55651e-07 6.46344e-07
0.8684 6.55651e-07 6.46039e-07
0.8688 5.96046e-07 6.45733e-07
0.8692 6.55651e-07 6.45428e-07
0.8696 6.55651e-07 6.45122e-07
0.87 6.55651e-07 6.44817e-07
0.8704 6.55651e-07 6.44511e-07
0.8708 6.55651e-07 6.44205e-07
0.8712 6.55651e-07 6.43899e-07
0.8716 6.55651e-07 6.43593e-07
0.872 6.55651e-07 6.43287e-07
0.8724 6.55651e-07 6.4298e-07
0.8728 6.55651e-07 6.42674e-07
0.8732 6.55651e-07 6.42367e-07
0.8736 6.55651e-07 6.42061e-07
0.874 6.55651e-07 6.41754e-07
0.8744 6.55651e-07 6.41447e-07
0.8748 6.55651e-07 6.4114e-07
0.8752 6.55651e-07 6.40833e-07
0.8756 5.96046e-07 6.40526e-07
0.876 6.55651e-07 6.40219e-07
0.8764 5.96046e-07 6.39912e-07
0.8768 6.55651e-07 6.39604e-07
0.8772 6.55651e-07 6.39297e-07
0.8776 6.55651e-07 6.38989e-07
0.878 6.55651e-07 6.38681e-07
0.8784 6.55651e-07 6.38373e-07
0.8788 6.55651e-07 6.38066e-07
0.8792 6.55651e-07 6.37757e-07
0.8796 6.55651e-07 6.37449e-07
0.88 6.55651e-07 6.37141e-07
0.8804 6.55651e-07 6.36833e-07
0.8808 5.96046e-07 6.36524e-07
0.8812 6.55651e-07 6.36216e-07
0.8816 6.55651e-07 6.35907e-07
0.882 6.55651e-07 6.35598e-07
0.8824 6.55651e-07 6.35289e-07
0.8828 6.55651e-07 6.3498e-07
0.8832 5.96046e-07 6.34671e-07
0.8836 6.55651e-07 6.34362e-07
0.884 6.55651e-07 6.34053e-07
0.8844 6.55651e-07 6.33744e-07
0.8848 6.55651e-07 6.33434e-07
0.8852 6.55651e-07 6.33125e-07
0.8856 6.55651e-07 6.32815e-07
0.886 5.96046e-07 6.32505e-07
0.8864 6.55651e-07 6.32195e-07
0.8868 6.55651e-07 6.31885e-07
0.8872 5.96046e-07 6.31575e-07
0.8876 6.55651e-07 6.31265e-07
0.888 6.55651e-07 6.30955e-07
0.8884 5.96046e-07 6.30644e-07
0.8888 6.55651e-07 6.30334e-07
0.8892 6.55651e-07 6.30023e-07
0.8896 6.55651e-07 6.29713e-07
0.89 6.55651e-07 6.29402e-07
0.8904 6.55651e-07 6.29091e-07
0.8908 5.96046e-07 6.2878e-07
0.8912 6.55651e-07 6.28469e-07
0.8916 6.55651e-07 6.28158e-07
0.892 5.96046e-07 6.27846e-07
0.8924 6.55651e-07 6.27535e-07
0.8928 6.55651e-07 6.27223e-07
0.8932 5.96046e-07 6.26912e-07
0.8936 5.96046e-07 6.266e-07
0.894 6.55651e-07 6.26288e-07
0.8944 5.96046e-07 6.25976e-07
0.8948 5.96046e-07 6.25664e-07
0.8952 5.96046e-07 6.25352e-07
0.8956 6.55651e-07 6.2504e-07
0.896 5.96046e-07 6.24728e-07
0.8964 6.55651e-07 6.24415e-07
0.8968 5.96046e-07 6.24103e-07
0.8972 6.55651e-07 6.2379e-07
0.8976 6.55651e-07 6.23478e-07
0.898 6.55651e-07 6.23165e-07
0.8984 6.55651e-07 6.22852e-07
0.8988 6.55651e-07 6.22539e-07
0.8992 6.55651e-07 6.22226e-07
0.8996 5.96046e-07 6.21913e-07
0.9 6.55651e-07 6.21599e-07
0.9004 5.96046e-07 6.21286e-07
0.9008 6.55651e-07 6.20973e-07
0.9012 5.96046e-07 6.20659e-07
0.9016 5.96046e-07 6.20345e-07
0.902 5.96046e-07 6.20031e-07
0.9024 5.96046e-07 6.19718e-07
0.9028 5.96046e-07 6.19404e-07
0.9032 5.96046e-07 6.1909e-07
0.9036 6.55651e-07 6.18775e-07
0.904 5.96046e-07 6.18461e-07
0.9044 6.55651e-07 6.18147e-07
0.9048 6.55651e-07 6.17832e-07
0.9052 5.96046e-07 6.17518e-07
0.9056 5.96046e-07 6.17203e-07
0.906 5.96046e-07 6.16888e-07
0.9064 5.96046e-07 6.16573e-07
0.9068 6.55651e-07 6.16258e-07
0.9072 6.55651e-07 6.15943e-07
0.9076 5.96046e-07 6.15628e-07
0.908 6.55651e-07 6.15313e-07
0.9084 6.55651e-07 6.14997e-07
0.9088 5.96046e-07 6.14682e-07
0.9092 5.96046e-07 6.14366e-07
0.9096 5.96046e-07 6.14051e-07
0.91 6.55651e-07 6.13735e-07
0.9104 6.55651e-07 6.13419e-07
0.9108 5.96046e-07 6.13103e-07
0.9112 6.55651e-07 6.12787e-07
0.9116 5.96046e-07 6.12471e-07
0.912 5.96046e-07 6.12155e-07
0.9124 5.96046e-07 6.11838e-07
0.9128 5.96046e-07 6.11522e-07
0.9132 5.96046e-07 6.11205e-07
0.9136 5.96046e-07 6.10889e-07
0.914 6.55651e-07 6.10572e-07
0.9144 5.96046e-07 6.10255e-07
0.9148 5.96046e-07 6.09938e-07
0.9152 6.55651e-07 6.09621e-07
0.9156 6.55651e-07 6.09304e-07
0.916 6.55651e-07 6.08987e-07
0.9164 6.55651e-07 6.0867e-07
0.9168 5.96046e-07 6.08352e-07
0.9172 6.55651e-07 6.08035e-07
0.9176 5.96046e-07 6.07717e-07
0.918 6.55651e-07 6.07399e-07
0.9184 6.55651e-07 6.07081e-07
0.9188 5.96046e-07 6.06763e-07
0.9192 6.55651e-07 6.06445e-07
0.9196 6.55651e-07 6.06127e-07
0.92 5.96046e-07 6.05809e-07
0.9204 6.55651e-07 6.05491e-07
0.9208 5.96046e-07 6.05173e-07
0.9212 5.96046e-07 6.04854e-07
0.9216 5.96046e-07 6.04535e-07
0.922 5.96046e-07 6.04217e-07
0.9224 5.96046e-07 6.03898e-07
0.9228 5.96046e-07 6.03579e-07
0.9232 5.96046e-07 6.0326e-07
0.9236 5.96046e-07 6.02941e-07
0.924 5.96046e-07 6.02622e-07
0.9244 5.96046e-07 6.02303e-07
0.9248 5.96046e-07 6.01983e-07
0.9252 5.96046e-07 6.01664e-07
0.9256 5.96046e-07 6.01344e-07
0.926 5.96046e-07 6.01025e-07
0.9264 6.55651e-07 6.00705e-07
0.9268 5.96046e-07 6.00385e-07
0.9272 5.96046e-07 6.00065e-07
0.9276 5.96046e-07 5.99745e-07
0.928 5.96046e-07 5.99425e-07
0.9284 5.96046e-07 5.99105e-07
0.9288 5.96046e-07 5.98784e-07
0.9292 5.96046e-07 5.98464e-07
0.9296 6.55651e-07 5.98143e-07
0.93 6.55651e-07 5.97823e-07
0.9304 6.55651e-07 5.97502e-07
0.9308 5.96046e-07 5.97181e-07
0.9312 5.96046e-07 5.9686e-07
0.9316 5.96046e-07 5.96539e-07
0.932 5.96046e-07 5.96218e-07
0.9324 5.96046e-07 5.95897e-07
0.9328 5.96046e-07 5.95576e-07
0.9332 6.55651e-07 5.95255e-07
0.9336 5.96046e-07 5.94933e-07
0.934 5.96046e-07 5.94611e-07
0.9344 5.96046e-07 5.9429e-07
0.9348 5.96046e-07 5.93968e-07
0.9352 5.96046e-07 5.93646e-07
0.9356 5.96046e-07 5.93324e-07
0.936 5.96046e-07 5.93002e-07
0.9364 6.55651e-07 5.9268e-07
0.9368 5.96046e-07 5.92358e-07
0.9372 5.96046e-07 5.92036e-07
0.9376 5.96046e-07 5.91713e-07
0.938 5.96046e-07 5.91391e-07
0.9384 5.96046e-07 5.91068e-07
0.9388 5.96046e-07 5.90745e-07
0.9392 5.96046e-07 5.90423e-07
0.9396 5.96046e-07 5.901e-07
0.94 5.96046e-07 5.89777e-07
0.9404 5.96046e-07 5.89454e-07
0.9408 5.96046e-07 5.8913e-07
0.9412 5.96046e-07 5.88807e-07
0.9416 5.96046e-07 5.88484e-07
0.942 5.96046e-07 5.8816e-07
0.9424 5.96046e-07 5.87837e-07
0.9428 5.96046e-07 5.87513e-07
0.9432 5.96046e-07 5.87189e-07
