# x_a f_a(xa) f_a_ohne(xa)
2.57698e+06 1.44738e-10 1.20866e-10
2.57797e+06 8.9301e-11 1.20796e-10
2.57896e+06 1.56618e-10 1.20727e-10
2.57995e+06 1.18682e-10 1.20657e-10
2.58094e+06 1.62188e-10 1.20588e-10
2.58193e+06 1.20728e-10 1.20518e-10
2.58292e+06 4.53753e-11 1.20449e-10
2.58391e+06 1.53946e-10 1.2038e-10
2.5849e+06 5.52802e-11 1.20311e-10
2.58589e+06 1.23357e-10 1.20242e-10
2.58688e+06 5.98419e-11 1.20173e-10
2.58787e+06 8.75104e-11 1.20104e-10
2.58886e+06 1.33483e-10 1.20035e-10
2.58985e+06 8.37872e-11 1.19966e-10
2.59084e+06 7.01448e-11 1.19897e-10
2.59183e+06 1.49512e-10 1.19828e-10
2.59282e+06 7.65112e-11 1.1976e-10
2.59381e+06 1.15698e-10 1.19691e-10
2.5948e+06 1.17872e-10 1.19623e-10
2.59579e+06 1.1493e-10 1.19554e-10
2.59678e+06 1.14021e-10 1.19486e-10
2.59777e+06 8.9301e-11 1.19418e-10
2.59876e+06 1.06589e-10 1.1935e-10
2.59975e+06 5.76108e-11 1.19281e-10
2.60074e+06 1.28694e-10 1.19213e-10
2.60173e+06 1.6712e-10 1.19145e-10
2.60272e+06 8.19682e-11 1.19077e-10
2.60371e+06 1.57598e-10 1.19009e-10
2.6047e+06 9.0921e-11 1.18941e-10
2.60569e+06 1.45803e-10 1.18874e-10
2.60668e+06 1.34605e-10 1.18806e-10
2.60767e+06 7.3868e-11 1.18738e-10
2.60866e+06 1.18206e-10 1.18671e-10
2.60965e+06 1.32331e-10 1.18603e-10
2.61064e+06 1.74055e-10 1.18536e-10
2.61163e+06 1.3128e-10 1.18468e-10
2.61262e+06 1.33568e-10 1.18401e-10
2.61361e+06 1.4478e-10 1.18334e-10
2.6146e+06 1.07718e-10 1.18267e-10
2.61559e+06 8.39009e-11 1.18199e-10
2.61658e+06 1.3948e-10 1.18132e-10
2.61757e+06 1.70076e-10 1.18065e-10
2.61856e+06 9.14042e-11 1.17998e-10
2.61955e+06 6.61373e-11 1.17932e-10
2.62054e+06 1.38414e-10 1.17865e-10
2.62153e+06 1.52568e-10 1.17798e-10
2.62252e+06 9.07789e-11 1.17731e-10
2.62351e+06 6.50004e-11 1.17665e-10
2.6245e+06 5.92593e-11 1.17598e-10
2.62549e+06 9.031e-11 1.17532e-10
2.62648e+06 1.60526e-10 1.17465e-10
2.62747e+06 1.52681e-10 1.17399e-10
2.62846e+06 7.31575e-11 1.17332e-10
2.62945e+06 1.21474e-10 1.17266e-10
2.63044e+06 1.34492e-10 1.172e-10
2.63143e+06 1.0732e-10 1.17134e-10
2.63242e+06 6.60805e-11 1.17068e-10
2.63341e+06 1.31948e-10 1.17002e-10
2.6344e+06 7.34417e-11 1.16936e-10
2.63539e+06 1.00727e-10 1.1687e-10
2.63638e+06 8.34177e-11 1.16804e-10
2.63737e+06 1.08912e-10 1.16738e-10
2.63836e+06 1.69734e-10 1.16673e-10
2.63935e+06 9.85949e-11 1.16607e-10
2.64034e+06 1.42876e-10 1.16541e-10
2.64133e+06 1.28281e-10 1.16476e-10
2.64232e+06 6.13909e-11 1.1641e-10
2.64331e+06 1.03398e-10 1.16345e-10
2.6443e+06 1.73543e-10 1.1628e-10
2.64529e+06 1.19144e-10 1.16214e-10
2.64628e+06 5.70708e-11 1.16149e-10
2.64727e+06 1.17609e-10 1.16084e-10
2.64826e+06 1.34804e-10 1.16019e-10
2.64925e+06 1.20679e-10 1.15954e-10
2.65024e+06 1.59162e-10 1.15889e-10
2.65123e+06 8.54925e-11 1.15824e-10
2.65222e+06 7.22764e-11 1.15759e-10
2.65321e+06 9.2129e-11 1.15694e-10
2.6542e+06 1.33596e-10 1.1563e-10
2.65519e+06 1.62515e-10 1.15565e-10
2.65618e+06 1.07974e-10 1.155e-10
2.65717e+06 1.58934e-10 1.15436e-10
2.65816e+06 1.6145e-10 1.15371e-10
2.65915e+06 4.51337e-11 1.15307e-10
2.66014e+06 1.04762e-10 1.15243e-10
2.66113e+06 1.27358e-10 1.15178e-10
2.66212e+06 9.12053e-11 1.15114e-10
2.66311e+06 9.99876e-11 1.1505e-10
2.6641e+06 1.21076e-10 1.14986e-10
2.66509e+06 1.52795e-10 1.14922e-10
2.66608e+06 1.36467e-10 1.14858e-10
2.66707e+06 1.54841e-10 1.14794e-10
2.66806e+06 1.01181e-10 1.1473e-10
2.66905e+06 4.82601e-11 1.14666e-10
2.67004e+06 8.85194e-11 1.14602e-10
2.67103e+06 1.39153e-10 1.14539e-10
2.67202e+06 1.2048e-10 1.14475e-10
2.67301e+06 1.36737e-10 1.14411e-10
2.674e+06 1.24459e-10 1.14348e-10
2.67499e+06 1.28352e-10 1.14284e-10
2.67598e+06 1.30171e-10 1.14221e-10
2.67697e+06 8.54925e-11 1.14158e-10
2.67796e+06 1.44979e-10 1.14094e-10
2.67895e+06 1.24828e-10 1.14031e-10
2.67994e+06 5.28075e-11 1.13968e-10
2.68093e+06 1.73827e-10 1.13905e-10
2.68192e+06 1.59616e-10 1.13842e-10
2.68291e+06 5.82077e-11 1.13779e-10
2.6839e+06 1.01863e-10 1.13716e-10
2.68489e+06 8.73115e-11 1.13653e-10
2.68588e+06 1.27244e-10 1.1359e-10
2.68687e+06 1.3425e-10 1.13527e-10
2.68786e+06 9.9881e-11 1.13464e-10
2.68885e+06 8.49241e-11 1.13402e-10
2.68984e+06 9.02673e-11 1.13339e-10
2.69083e+06 1.18838e-10 1.13277e-10
2.69182e+06 9.18803e-11 1.13214e-10
2.69281e+06 1.20338e-10 1.13152e-10
2.6938e+06 1.19485e-10 1.13089e-10
2.69479e+06 1.11569e-10 1.13027e-10
2.69578e+06 1.2264e-10 1.12965e-10
2.69677e+06 9.28324e-11 1.12903e-10
2.69776e+06 9.41753e-11 1.1284e-10
2.69875e+06 1.22633e-10 1.12778e-10
2.69974e+06 1.50763e-10 1.12716e-10
2.70073e+06 1.06787e-10 1.12654e-10
2.70172e+06 1.61933e-10 1.12592e-10
2.70271e+06 1.18156e-10 1.12531e-10
2.7037e+06 6.98179e-11 1.12469e-10
2.70469e+06 8.45048e-11 1.12407e-10
2.70568e+06 1.21844e-10 1.12345e-10
2.70667e+06 1.00613e-10 1.12284e-10
2.70766e+06 7.12106e-11 1.12222e-10
2.70865e+06 1.44787e-10 1.12161e-10
2.70964e+06 4.88711e-11 1.12099e-10
2.71063e+06 8.6672e-11 1.12038e-10
2.71162e+06 9.91207e-11 1.11976e-10
2.71261e+06 7.92113e-11 1.11915e-10
2.7136e+06 6.18172e-11 1.11854e-10
2.71459e+06 1.58877e-10 1.11793e-10
2.71558e+06 1.25382e-10 1.11732e-10
2.71657e+06 1.37192e-10 1.11671e-10
2.71756e+06 1.04336e-10 1.11609e-10
2.71855e+06 1.35969e-10 1.11549e-10
2.71954e+06 1.03455e-10 1.11488e-10
2.72053e+06 1.23208e-10 1.11427e-10
2.72152e+06 1.13488e-10 1.11366e-10
2.72251e+06 1.26363e-10 1.11305e-10
2.7235e+06 1.17439e-10 1.11245e-10
2.72449e+06 1.59787e-10 1.11184e-10
2.72548e+06 1.15605e-10 1.11123e-10
2.72647e+06 1.51545e-10 1.11063e-10
2.72746e+06 1.08287e-10 1.11002e-10
2.72845e+06 4.37694e-11 1.10942e-10
2.72944e+06 9.57812e-11 1.10882e-10
2.73043e+06 1.55694e-10 1.10821e-10
2.73142e+06 1.36595e-10 1.10761e-10
2.73241e+06 9.65485e-11 1.10701e-10
2.7334e+06 1.14611e-10 1.10641e-10
2.73439e+06 6.91216e-11 1.10581e-10
2.73538e+06 5.22959e-11 1.10521e-10
2.73637e+06 1.31877e-10 1.10461e-10
2.73736e+06 1.16273e-10 1.10401e-10
2.73835e+06 9.66338e-11 1.10341e-10
2.73934e+06 1.40517e-10 1.10281e-10
2.74033e+06 7.96376e-11 1.10221e-10
2.74132e+06 8.81784e-11 1.10162e-10
2.74231e+06 1.16898e-10 1.10102e-10
2.7433e+06 9.08287e-11 1.10042e-10
2.74429e+06 1.00748e-10 1.09983e-10
2.74528e+06 1.26576e-10 1.09923e-10
2.74627e+06 1.60163e-10 1.09864e-10
2.74726e+06 1.59716e-10 1.09805e-10
2.74825e+06 1.00641e-10 1.09745e-10
2.74924e+06 1.546e-10 1.09686e-10
2.75023e+06 9.71028e-11 1.09627e-10
2.75122e+06 5.33618e-11 1.09568e-10
2.75221e+06 9.16387e-11 1.09508e-10
2.7532e+06 4.45937e-11 1.09449e-10
2.75419e+06 1.42755e-10 1.0939e-10
2.75518e+06 7.03437e-11 1.09331e-10
2.75617e+06 1.34335e-10 1.09273e-10
2.75716e+06 1.34207e-10 1.09214e-10
2.75815e+06 1.0499e-10 1.09155e-10
2.75914e+06 4.82032e-11 1.09096e-10
2.76013e+06 7.90408e-11 1.09037e-10
2.76112e+06 5.57066e-11 1.08979e-10
2.76211e+06 8.84484e-11 1.0892e-10
2.7631e+06 1.56973e-10 1.08862e-10
2.76409e+06 9.76144e-11 1.08803e-10
2.76508e+06 1.64164e-10 1.08745e-10
2.76607e+06 1.06837e-10 1.08686e-10
2.76706e+06 1.49271e-10 1.08628e-10
2.76805e+06 1.16415e-10 1.0857e-10
2.76904e+06 1.57343e-10 1.08512e-10
2.77003e+06 1.26647e-10 1.08453e-10
2.77102e+06 1.43899e-10 1.08395e-10
2.77201e+06 4.38263e-11 1.08337e-10
2.773e+06 1.48347e-10 1.08279e-10
2.77399e+06 8.52083e-11 1.08221e-10
2.77498e+06 8.02771e-11 1.08163e-10
2.77597e+06 8.28067e-11 1.08105e-10
2.77696e+06 8.01919e-11 1.08048e-10
2.77795e+06 1.17936e-10 1.0799e-10
2.77894e+06 1.17694e-10 1.07932e-10
2.77993e+06 6.11493e-11 1.07875e-10
2.78092e+06 1.21545e-10 1.07817e-10
2.78191e+06 4.2462e-11 1.07759e-10
2.7829e+06 1.2782e-10 1.07702e-10
2.78389e+06 1.20338e-10 1.07644e-10
2.78488e+06 1.14326e-10 1.07587e-10
2.78587e+06 1.65414e-10 1.0753e-10
2.78686e+06 1.26327e-10 1.07472e-10
2.78785e+06 1.15506e-10 1.07415e-10
2.78884e+06 1.13459e-10 1.07358e-10
2.78983e+06 1.27898e-10 1.07301e-10
2.79082e+06 9.28821e-11 1.07244e-10
2.79181e+06 5.01359e-11 1.07187e-10
2.7928e+06 1.11783e-10 1.0713e-10
2.79379e+06 1.28495e-10 1.07073e-10
2.79478e+06 9.91065e-11 1.07016e-10
2.79577e+06 1.30399e-10 1.06959e-10
2.79676e+06 9.08358e-11 1.06902e-10
2.79775e+06 1.59474e-10 1.06846e-10
2.79874e+06 6.46878e-11 1.06789e-10
2.79973e+06 1.6955e-10 1.06732e-10
2.80072e+06 1.34484e-10 1.06676e-10
2.80171e+06 9.75433e-11 1.06619e-10
2.8027e+06 1.01153e-10 1.06563e-10
2.80369e+06 1.27365e-10 1.06506e-10
2.80468e+06 1.08905e-10 1.0645e-10
2.80567e+06 8.00355e-11 1.06393e-10
2.80666e+06 8.68425e-11 1.06337e-10
2.80765e+06 1.19364e-10 1.06281e-10
2.80864e+06 1.41995e-10 1.06225e-10
2.80963e+06 8.39862e-11 1.06169e-10
2.81062e+06 5.15143e-11 1.06113e-10
2.81161e+06 1.13232e-10 1.06056e-10
2.8126e+06 1.17026e-10 1.06001e-10
2.81359e+06 1.22213e-10 1.05945e-10
2.81458e+06 8.04903e-11 1.05889e-10
2.81557e+06 8.90736e-11 1.05833e-10
2.81656e+06 1.22157e-10 1.05777e-10
2.81755e+06 9.86802e-11 1.05721e-10
2.81854e+06 7.75344e-11 1.05666e-10
2.81953e+06 1.1579e-10 1.0561e-10
2.82052e+06 1.34349e-10 1.05554e-10
2.82151e+06 1.17979e-10 1.05499e-10
2.8225e+06 7.32996e-11 1.05443e-10
2.82349e+06 8.14708e-11 1.05388e-10
2.82448e+06 1.63666e-10 1.05332e-10
2.82547e+06 8.18474e-11 1.05277e-10
2.82646e+06 1.68882e-10 1.05222e-10
2.82745e+06 9.08145e-11 1.05167e-10
2.82844e+06 1.60156e-10 1.05111e-10
2.82943e+06 5.04627e-11 1.05056e-10
2.83042e+06 6.69047e-11 1.05001e-10
2.83141e+06 7.7506e-11 1.04946e-10
2.8324e+06 1.52113e-10 1.04891e-10
2.83339e+06 1.06468e-10 1.04836e-10
2.83438e+06 9.62359e-11 1.04781e-10
2.83537e+06 1.11285e-10 1.04726e-10
2.83636e+06 1.27812e-10 1.04671e-10
2.83735e+06 6.7871e-11 1.04617e-10
2.83834e+06 1.23805e-10 1.04562e-10
2.83933e+06 1.63681e-10 1.04507e-10
2.84032e+06 5.93587e-11 1.04453e-10
2.84131e+06 1.18234e-10 1.04398e-10
2.8423e+06 7.62839e-11 1.04343e-10
2.84329e+06 1.10909e-10 1.04289e-10
2.84428e+06 7.10614e-11 1.04234e-10
2.84527e+06 6.84111e-11 1.0418e-10
2.84626e+06 1.26356e-10 1.04126e-10
2.84725e+06 1.66125e-10 1.04071e-10
2.84824e+06 1.34833e-10 1.04017e-10
2.84923e+06 1.2372e-10 1.03963e-10
2.85022e+06 9.67901e-11 1.03909e-10
2.85121e+06 1.28537e-10 1.03855e-10
2.8522e+06 9.36495e-11 1.03801e-10
2.85319e+06 1.24913e-10 1.03747e-10
2.85418e+06 1.27557e-10 1.03693e-10
2.85517e+06 1.12095e-10 1.03639e-10
2.85616e+06 8.39862e-11 1.03585e-10
2.85715e+06 7.67102e-11 1.03531e-10
2.85814e+06 8.84484e-11 1.03477e-10
2.85913e+06 1.47793e-10 1.03423e-10
2.86012e+06 1.64164e-10 1.0337e-10
2.86111e+06 8.05187e-11 1.03316e-10
2.8621e+06 4.33715e-11 1.03263e-10
2.86309e+06 8.7411e-11 1.03209e-10
2.86408e+06 8.56133e-11 1.03155e-10
2.86507e+06 1.32026e-10 1.03102e-10
2.86606e+06 4.30305e-11 1.03049e-10
2.86705e+06 1.17232e-10 1.02995e-10
2.86804e+06 1.30996e-10 1.02942e-10
2.86903e+06 9.36424e-11 1.02889e-10
2.87002e+06 1.52156e-10 1.02835e-10
2.87101e+06 8.45404e-11 1.02782e-10
2.872e+06 1.19016e-10 1.02729e-10
2.87299e+06 8.90594e-11 1.02676e-10
2.87398e+06 9.15747e-11 1.02623e-10
2.87497e+06 1.24828e-10 1.0257e-10
2.87596e+06 7.93534e-11 1.02517e-10
2.87695e+06 1.17666e-10 1.02464e-10
2.87794e+06 1.2983e-10 1.02411e-10
2.87893e+06 1.03e-10 1.02358e-10
2.87992e+06 5.93161e-11 1.02306e-10
2.88091e+06 1.28409e-10 1.02253e-10
2.8819e+06 1.44297e-10 1.022e-10
2.88289e+06 1.2529e-10 1.02148e-10
2.88388e+06 1.64235e-10 1.02095e-10
2.88487e+06 1.15421e-10 1.02042e-10
2.88586e+06 1.65642e-10 1.0199e-10
2.88685e+06 6.39773e-11 1.01937e-10
2.88784e+06 9.56106e-11 1.01885e-10
2.88883e+06 1.13062e-10 1.01833e-10
2.88982e+06 8.71978e-11 1.0178e-10
2.89081e+06 1.10091e-10 1.01728e-10
2.8918e+06 7.29869e-11 1.01676e-10
2.89279e+06 1.36424e-10 1.01624e-10
2.89378e+06 1.29774e-10 1.01571e-10
2.89477e+06 5.21538e-11 1.01519e-10
2.89576e+06 8.61036e-11 1.01467e-10
2.89675e+06 1.045e-10 1.01415e-10
2.89774e+06 1.06226e-10 1.01363e-10
2.89873e+06 1.63723e-10 1.01311e-10
2.89972e+06 1.12898e-10 1.0126e-10
2.90071e+06 6.68052e-11 1.01208e-10
2.9017e+06 1.03114e-10 1.01156e-10
2.90269e+06 1.40062e-10 1.01104e-10
2.90368e+06 1.23947e-10 1.01052e-10
2.90467e+06 1.28395e-10 1.01001e-10
2.90566e+06 1.15193e-10 1.00949e-10
2.90665e+06 4.41105e-11 1.00898e-10
2.90764e+06 9.49854e-11 1.00846e-10
2.90863e+06 1.65699e-10 1.00795e-10
2.90962e+06 1.06084e-10 1.00743e-10
2.91061e+06 9.75433e-11 1.00692e-10
2.9116e+06 6.71889e-11 1.0064e-10
2.91259e+06 1.29518e-10 1.00589e-10
2.91358e+06 1.02183e-10 1.00538e-10
2.91457e+06 5.69855e-11 1.00487e-10
2.91556e+06 9.39409e-11 1.00435e-10
2.91655e+06 9.81828e-11 1.00384e-10
2.91754e+06 4.81748e-11 1.00333e-10
2.91853e+06 1.30598e-10 1.00282e-10
2.91952e+06 8.36877e-11 1.00231e-10
2.92051e+06 1.10504e-10 1.0018e-10
2.9215e+06 1.2804e-10 1.00129e-10
2.92249e+06 8.73683e-11 1.00078e-10
2.92348e+06 1.35628e-10 1.00028e-10
2.92447e+06 1.24601e-10 9.99768e-11
2.92546e+06 1.18234e-10 9.9926e-11
2.92645e+06 7.87281e-11 9.98753e-11
2.92744e+06 9.75078e-11 9.98247e-11
2.92843e+06 9.60512e-11 9.97741e-11
2.92942e+06 1.60469e-10 9.97235e-11
2.93041e+06 1.3064e-10 9.9673e-11
2.9314e+06 1.29518e-10 9.96225e-11
2.93239e+06 4.80043e-11 9.9572e-11
2.93338e+06 1.24302e-10 9.95216e-11
2.93437e+06 1.04279e-10 9.94713e-11
2.93536e+06 1.28239e-10 9.94209e-11
2.93635e+06 8.00355e-11 9.93707e-11
2.93734e+06 1.55438e-10 9.93204e-11
2.93833e+06 7.91402e-11 9.92702e-11
2.93932e+06 5.50244e-11 9.92201e-11
2.94031e+06 7.84439e-11 9.917e-11
2.9413e+06 1.60895e-10 9.91199e-11
2.94229e+06 9.47438e-11 9.90699e-11
2.94328e+06 6.23714e-11 9.90199e-11
2.94427e+06 9.60014e-11 9.897e-11
2.94526e+06 1.50607e-10 9.89201e-11
2.94625e+06 1.5639e-10 9.88702e-11
2.94724e+06 7.81313e-11 9.88204e-11
2.94823e+06 1.221e-10 9.87706e-11
2.94922e+06 5.30918e-11 9.87209e-11
2.95021e+06 1.27528e-10 9.86712e-11
2.9512e+06 7.66534e-11 9.86216e-11
2.95219e+06 1.34605e-10 9.8572e-11
2.95318e+06 1.2318e-10 9.85224e-11
2.95417e+06 8.59117e-11 9.84729e-11
2.95516e+06 7.80318e-11 9.84234e-11
2.95615e+06 1.21055e-10 9.8374e-11
2.95714e+06 1.20309e-10 9.83246e-11
2.95813e+06 1.35046e-10 9.82752e-11
2.95912e+06 8.32827e-11 9.82259e-11
2.96011e+06 4.77485e-11 9.81766e-11
2.9611e+06 6.14406e-11 9.81274e-11
2.96209e+06 5.85487e-11 9.80782e-11
2.96308e+06 7.5886e-11 9.80291e-11
2.96407e+06 1.63254e-10 9.798e-11
2.96506e+06 9.5099e-11 9.79309e-11
2.96605e+06 8.57199e-11 9.78819e-11
2.96704e+06 1.1778e-10 9.78329e-11
2.96803e+06 1.20068e-10 9.77839e-11
2.96902e+06 8.66507e-11 9.7735e-11
2.97001e+06 5.01501e-11 9.76862e-11
2.971e+06 9.34008e-11 9.76373e-11
2.97199e+06 5.35323e-11 9.75886e-11
2.97298e+06 1.27955e-10 9.75398e-11
2.97397e+06 4.36557e-11 9.74911e-11
2.97496e+06 8.73115e-11 9.74424e-11
2.97595e+06 1.14085e-10 9.73938e-11
2.97694e+06 1.30839e-10 9.73452e-11
2.97793e+06 6.2073e-11 9.72967e-11
2.97892e+06 6.28688e-11 9.72482e-11
2.97991e+06 6.76863e-11 9.71998e-11
2.9809e+06 1.30562e-10 9.71513e-11
2.98189e+06 1.53108e-10 9.7103e-11
2.98288e+06 1.31053e-10 9.70546e-11
2.98387e+06 1.08997e-10 9.70063e-11
2.98486e+06 4.448e-11 9.69581e-11
2.98585e+06 8.8491e-11 9.69098e-11
2.98684e+06 8.18119e-11 9.68617e-11
2.98783e+06 1.29774e-10 9.68135e-11
2.98882e+06 4.12683e-11 9.67654e-11
2.98981e+06 6.26983e-11 9.67174e-11
2.9908e+06 8.90452e-11 9.66694e-11
2.99179e+06 9.47438e-11 9.66214e-11
2.99278e+06 6.29115e-11 9.65734e-11
2.99377e+06 9.63851e-11 9.65255e-11
2.99476e+06 1.34193e-10 9.64777e-11
2.99575e+06 8.31193e-11 9.64299e-11
2.99674e+06 1.43686e-10 9.63821e-11
2.99773e+06 4.25757e-11 9.63343e-11
2.99872e+06 7.92966e-11 9.62866e-11
2.99971e+06 7.49196e-11 9.6239e-11
3.0007e+06 5.53086e-11 9.61914e-11
3.00169e+06 8.29772e-11 9.61438e-11
3.00268e+06 8.67431e-11 9.60962e-11
3.00367e+06 1.57115e-10 9.60487e-11
3.00466e+06 5.43707e-11 9.60013e-11
3.00565e+06 9.45306e-11 9.59538e-11
3.00664e+06 1.11726e-10 9.59064e-11
3.00763e+06 9.15463e-11 9.58591e-11
3.00862e+06 5.06759e-11 9.58118e-11
3.00961e+06 9.7188e-11 9.57645e-11
3.0106e+06 5.16707e-11 9.57173e-11
3.01159e+06 4.42384e-11 9.56701e-11
3.01258e+06 1.05501e-10 9.56229e-11
3.01357e+06 4.27463e-11 9.55758e-11
3.01456e+06 7.82165e-11 9.55287e-11
3.01555e+06 6.41691e-11 9.54817e-11
3.01654e+06 1.03938e-10 9.54347e-11
3.01753e+06 8.02061e-11 9.53877e-11
3.01852e+06 1.28615e-10 9.53408e-11
3.01951e+06 1.40332e-10 9.52939e-11
3.0205e+06 1.28843e-10 9.52471e-11
3.02149e+06 1.04933e-10 9.52003e-11
3.02248e+06 3.96199e-11 9.51535e-11
3.02347e+06 5.70708e-11 9.51068e-11
3.02446e+06 9.30527e-11 9.50601e-11
3.02545e+06 8.82778e-11 9.50134e-11
3.02644e+06 9.88507e-11 9.49668e-11
3.02743e+06 1.48162e-10 9.49202e-11
3.02842e+06 1.04983e-10 9.48737e-11
3.02941e+06 1.41199e-10 9.48272e-11
3.0304e+06 1.30939e-10 9.47807e-11
3.03139e+06 7.69944e-11 9.47343e-11
3.03238e+06 7.57581e-11 9.46879e-11
3.03337e+06 1.17097e-10 9.46415e-11
3.03436e+06 1.20394e-10 9.45952e-11
3.03535e+06 1.42677e-10 9.4549e-11
3.03634e+06 6.26699e-11 9.45027e-11
3.03733e+06 1.43984e-10 9.44565e-11
3.03832e+06 1.26768e-10 9.44104e-11
3.03931e+06 1.33483e-10 9.43642e-11
3.0403e+06 1.25475e-10 9.43181e-11
3.04129e+06 1.35387e-10 9.42721e-11
3.04228e+06 4.42668e-11 9.42261e-11
3.04327e+06 4.55245e-11 9.41801e-11
3.04426e+06 9.08926e-11 9.41342e-11
3.04525e+06 9.68043e-11 9.40883e-11
3.04624e+06 9.14042e-11 9.40424e-11
3.04723e+06 8.26077e-11 9.39966e-11
3.04822e+06 7.66818e-11 9.39508e-11
3.04921e+06 9.66409e-11 9.3905e-11
3.0502e+06 7.74349e-11 9.38593e-11
3.05119e+06 1.0683e-10 9.38136e-11
3.05218e+06 9.18448e-11 9.3768e-11
3.05317e+06 1.30733e-10 9.37224e-11
3.05416e+06 1.20053e-10 9.36768e-11
3.05515e+06 1.29603e-10 9.36313e-11
3.05614e+06 4.35989e-11 9.35858e-11
3.05713e+06 9.68328e-11 9.35404e-11
3.05812e+06 3.97335e-11 9.34949e-11
3.05911e+06 1.6081e-10 9.34496e-11
3.0601e+06 1.12223e-10 9.34042e-11
3.06109e+06 1.1179e-10 9.33589e-11
3.06208e+06 7.6966e-11 9.33136e-11
3.06307e+06 6.21299e-11 9.32684e-11
3.06406e+06 5.6275e-11 9.32232e-11
3.06505e+06 1.28694e-10 9.3178e-11
3.06604e+06 5.85203e-11 9.31329e-11
3.06703e+06 4.85301e-11 9.30878e-11
3.06802e+06 1.34492e-10 9.30428e-11
3.06901e+06 4.21778e-11 9.29977e-11
3.07e+06 9.22711e-11 9.29528e-11
3.07099e+06 9.71596e-11 9.29078e-11
3.07198e+06 7.78542e-11 9.28629e-11
3.07297e+06 9.5568e-11 9.2818e-11
3.07396e+06 5.22391e-11 9.27732e-11
3.07495e+06 9.28821e-11 9.27284e-11
3.07594e+06 1.12777e-10 9.26836e-11
3.07693e+06 1.55012e-10 9.26389e-11
3.07792e+06 9.27969e-11 9.25942e-11
3.07891e+06 8.3503e-11 9.25496e-11
3.0799e+06 8.96421e-11 9.2505e-11
3.08089e+06 9.56675e-11 9.24604e-11
3.08188e+06 8.26503e-11 9.24158e-11
3.08287e+06 1.23066e-10 9.23713e-11
3.08386e+06 1.10589e-10 9.23268e-11
3.08485e+06 4.502e-11 9.22824e-11
3.08584e+06 7.16227e-11 9.2238e-11
3.08683e+06 4.59863e-11 9.21936e-11
3.08782e+06 4.89848e-11 9.21493e-11
3.08881e+06 6.25562e-11 9.2105e-11
3.0898e+06 1.04656e-10 9.20607e-11
3.09079e+06 9.60938e-11 9.20165e-11
3.09178e+06 5.64881e-11 9.19723e-11
3.09277e+06 8.97984e-11 9.19281e-11
3.09376e+06 6.06661e-11 9.1884e-11
3.09475e+06 4.18368e-11 9.18399e-11
3.09574e+06 7.61702e-11 9.17959e-11
3.09673e+06 6.93774e-11 9.17519e-11
3.09772e+06 8.99263e-11 9.17079e-11
3.09871e+06 1.17325e-10 9.16639e-11
3.0997e+06 1.0931e-10 9.162e-11
3.10069e+06 6.3082e-11 9.15761e-11
3.10168e+06 6.5711e-11 9.15323e-11
3.10267e+06 1.26548e-10 9.14885e-11
3.10366e+06 8.95142e-11 9.14447e-11
3.10465e+06 6.36504e-11 9.1401e-11
3.10564e+06 1.24714e-10 9.13573e-11
3.10663e+06 7.57723e-11 9.13136e-11
3.10762e+06 7.85008e-11 9.127e-11
3.10861e+06 1.07988e-10 9.12264e-11
3.1096e+06 1.32886e-10 9.11828e-11
3.11059e+06 1.00187e-10 9.11393e-11
3.11158e+06 7.46212e-11 9.10958e-11
3.11257e+06 8.66081e-11 9.10524e-11
3.11356e+06 4.27747e-11 9.10089e-11
3.11455e+06 5.08749e-11 9.09656e-11
3.11554e+06 8.02629e-11 9.09222e-11
3.11653e+06 1.08685e-10 9.08789e-11
3.11752e+06 7.91829e-11 9.08356e-11
3.11851e+06 1.13111e-10 9.07923e-11
3.1195e+06 1.15392e-10 9.07491e-11
3.12049e+06 9.28893e-11 9.07059e-11
3.12148e+06 4.75211e-11 9.06628e-11
3.12247e+06 1.28097e-10 9.06197e-11
3.12346e+06 1.62686e-10 9.05766e-11
3.12445e+06 9.87086e-11 9.05336e-11
3.12544e+06 7.61702e-11 9.04905e-11
3.12643e+06 8.16271e-11 9.04476e-11
3.12742e+06 1.1633e-10 9.04046e-11
3.12841e+06 9.37206e-11 9.03617e-11
3.1294e+06 1.37547e-10 9.03188e-11
3.13039e+06 6.80558e-11 9.0276e-11
3.13138e+06 9.04592e-11 9.02332e-11
3.13237e+06 8.84199e-11 9.01904e-11
3.13336e+06 1.16501e-10 9.01477e-11
3.13435e+06 7.94103e-11 9.0105e-11
3.13534e+06 8.52225e-11 9.00623e-11
3.13633e+06 1.08571e-10 9.00196e-11
3.13732e+06 1.2011e-10 8.9977e-11
3.13831e+06 1.1697e-10 8.99345e-11
3.1393e+06 1.06361e-10 8.98919e-11
3.14029e+06 6.36078e-11 8.98494e-11
3.14128e+06 9.24132e-11 8.98069e-11
3.14227e+06 5.65592e-11 8.97645e-11
3.14326e+06 9.69465e-11 8.97221e-11
3.14425e+06 7.36975e-11 8.96797e-11
3.14524e+06 9.21148e-11 8.96374e-11
3.14623e+06 1.50408e-10 8.95951e-11
3.14722e+06 1.16465e-10 8.95528e-11
3.14821e+06 9.51275e-11 8.95106e-11
3.1492e+06 1.0651e-10 8.94684e-11
3.15019e+06 9.07221e-11 8.94262e-11
3.15118e+06 7.4408e-11 8.93841e-11
3.15217e+06 8.91873e-11 8.9342e-11
3.15316e+06 8.46967e-11 8.92999e-11
